,기사작성일,기사제목,기사주소
5139,2020.10.20.,"인공지능 창 vs. 인공지능 방패, 해킹 전쟁",http://www.aitimes.com/news/articleView.html?idxno=132960
5140,2020.10.28.,"[교육이 미래다] 서강대, 4차 산업혁명 시대 대비한 다양한 소프트웨어 융합인재 양성",https://news.joins.com/article/olink/23499827
5141,2020.10.22.,"""러-이란, 미 유권자에게 선거관련 협박 이메일보내""",http://www.newsis.com/view/?id=NISX20201022_0001206455&cID=10101&pID=10100
5142,2020.10.17.,"[이주간 추천 금융상품]한화자산운용, ‘글로벌메가트렌드 EMP펀드’ 출시",http://www.econovill.com/news/articleView.html?idxno=415706
5143,2020.10.17.,[증권상품 풍향계] 패러다임 변화에 투자하는 펀드 출시 '주목',http://www.sisajournal-e.com/news/articleView.html?idxno=224644
5144,2020.10.14.,"한화운용, '한화글로벌메가트렌드EMP' 출시",http://www.kpinews.co.kr/news/articleView.html?idxno=128201
5145,2020.10.13.,[금일 산업계 주요기사] 완성차업계 임단협 교섭 '지지부진'… 이스타항공 정리해고 단행 外,http://www.youthdaily.co.kr/news/article.html?no=49932
5146,2020.10.13.,[제2차 정보보호산업 진흥계획 집중진단-2] 정보보호 데이터 활용기반 조성,http://www.boannews.com/media/view.asp?idx=91707&kind=
5147,2020.10.13.,"MS, 美 대선에 영향 미칠 수 있는 대규모 해킹 네트워크 적발",http://www.youthdaily.co.kr/news/article.html?no=49822
5148,2020.10.14.,"한화자산운용, '글로벌메가트렌드EMP펀드' 선봬",http://www.m-i.kr/news/articleView.html?idxno=754197
5149,2020.10.13.,[금일 산업계 주요기사] 완성차업계 임단협 교섭 '지지부진'… 이스타항공 정리해고 단행 外,http://www.youthdaily.co.kr/news/article.html?no=49932
5150,2020.10.13.,[제2차 정보보호산업 진흥계획 집중진단-2] 정보보호 데이터 활용기반 조성,http://www.boannews.com/media/view.asp?idx=91707&kind=
5151,2020.10.13.,"MS, 美 대선에 영향 미칠 수 있는 대규모 해킹 네트워크 적발",http://www.youthdaily.co.kr/news/article.html?no=49822
5152,2020.10.12.,"어느 일본 여배우의 레전드급 결혼 상대…""판타지가 현실이 되는 일본""",http://www.topstarnews.net/news/articleView.html?idxno=838703
5153,2020.09.25.,조고각하,http://www.newsfreezone.co.kr/news/articleView.html?idxno=262878
5154,2020.10.04.,[신간] 『모든 것은 인터넷에서 시작되었다』,http://www.readersnews.com/news/articleView.html?idxno=100581
5155,2020.09.09.,"8월까지 2만7000번 경고 보냈다…""김재난""이라 불리는 남자",https://news.joins.com/article/olink/23462200
5156,2020.09.07.,"[AI업계 9월 동향] ② 가짜뉴스조차 진짜처럼 만드는 AI 기술 'GPT-3'... ""진보 아니면 재앙?""",http://www.ajunews.com/view/20200907061210321
5157,2020.09.26.,구인·구직 ‘미스매칭’ 줄여 청년실업 해법 찾는다,http://news.kmib.co.kr/article/view.asp?arcid=0924157339&code=11151100&cp=nv
5158,2020.09.07.,"[AI업계 9월 동향] ② 가짜뉴스조차 진짜처럼 만드는 AI 기술 'GPT-3'... ""진보 아니면 재앙?""",http://www.ajunews.com/view/20200907061210321
5159,2020.09.26.,구인·구직 ‘미스매칭’ 줄여 청년실업 해법 찾는다,http://news.kmib.co.kr/article/view.asp?arcid=0924157339&code=11151100&cp=nv
5160,2020.09.01.,"안랩, 코로나19 보호장비 판매를 위장한 악성코드 주의 당부",http://kbench.com/?q=node/213711
5161,2020.09.09.,[제민포럼] 謠言(요언),http://www.jemin.com/news/articleView.html?idxno=702999
5162,2020.09.09.,[가톨릭대 공동기획-더블사이클❶] 프리사이클링 어때요,http://www.thescoop.co.kr/news/articleView.html?idxno=40753
5163,2020.09.07.,어떤 뉴스레터 구독하고 계신가요,http://h21.hani.co.kr/arti/society/society_general/49197.html
5164,2020.08.25.,"[이슈인터뷰] 문재웅 광운대 교수 “한국판 뉴딜의 핵심 AI, 보안 투자 선행돼야”",http://www.boannews.com/media/view.asp?idx=90679&kind=
5165,2020.09.03.,"이스트시큐리티, 해킹 조직 탈륨의 연구 논문 사칭 APT 공격 발견",http://kbench.com/?q=node/213814
5166,2020.09.01.,6개월간 코로나19 관련 위협 880만 건 이상…기업은 전방위 보안 점검 필요,http://www.nextdaily.co.kr/news/article.html?id=20200831800042
5167,2020.08.31.,"2020년 상반기, 코로나19 관련 보안위협 880만건 발견됐다",http://www.boannews.com/media/view.asp?idx=90816&kind=
5168,2020.08.31.,상반기 가장 큰 단일 보안 리스크 유형은 코로나19 관련 위협,http://www.outsourcing.co.kr/news/articleView.html?idxno=88634
5169,2020.08.18.,시간을 다시 생각해볼 시간,http://www.elle.co.kr/article/48050
5170,2020.08.26.,"엔피코어, 한국장학재단 ‘정보보안 강화 및 운영환경 보강’ 사업 수주",http://www.boannews.com/media/view.asp?idx=90701&kind=
5171,2020.08.25.,"엔피코어, 한국장학재단 '정보보안 강화 및 운영환경 보강' 사업 수주",https://www.dailysecu.com/news/articleView.html?idxno=112703
5172,2020.08.13.,“폭우에 놀랐다” 환경보호 실천 나선 시민들,http://www.kukinews.com/newsView/kuk202008120370
5173,2020.07.31.,"아마존·애플·페이스북·구글 CEO, 미 하원 청문회 증언…“독점 아니다”",http://www.betanews.net:8080/article/1215262.html
5174,2020.08.18.,"[종합] '비디오스타' 미자X장광X양치승X김동은, 웃음 가득 '조물주 특집'",http://www.topstarnews.net/news/articleView.html?idxno=827492
5175,2020.07.24.,[차세대 보안 비전 2020] 리얼시큐 '바운스TM',http://www.datanet.co.kr/news/articleView.html?idxno=148757
5176,2020.08.12.,"이스트시큐리티, 언론사 기자 상대로 한 계정 탈취 공격 증가 주의",http://kbench.com/?q=node/213159
5177,2020.07.30.,팬데믹시대 더 커진 IT공룡 두고 독점·여론조작 우려 증폭,http://yna.kr/AKR20200730057900009?did=1195m
5178,2020.08.18.,"[종합] '비디오스타' 미자X장광X양치승X김동은, 웃음 가득 '조물주 특집'",http://www.topstarnews.net/news/articleView.html?idxno=827492
5179,2020.07.24.,[차세대 보안 비전 2020] 리얼시큐 '바운스TM',http://www.datanet.co.kr/news/articleView.html?idxno=148757
5180,2020.08.12.,"이스트시큐리티, 언론사 기자 상대로 한 계정 탈취 공격 증가 주의",http://kbench.com/?q=node/213159
5181,2020.07.30.,팬데믹시대 더 커진 IT공룡 두고 독점·여론조작 우려 증폭,http://yna.kr/AKR20200730057900009?did=1195m
5182,2020.07.18.,"일본군 위안부 박물관 사칭 이메일 유포…경찰, 주의 당부",http://yna.kr/AKR20200718043400004?did=1195m
5183,2020.07.28.,지지옥션 “해커가 금전 요구… 서버 공격 있었으나 개인정보 유출은 안 돼”,https://biz.chosun.com/site/data/html_dir/2020/07/28/2020072802758.html?utm_source=naver&utm_medium=original&utm_campaign=biz
5184,2020.07.22.,"서울시의사회, ‘해킹’으로 회원 개인정보 유출",http://www.kukinews.com/newsView/kuk202007220046
5185,2020.07.21.,서울시의사회 회원 개인정보 '해킹',http://www.bosa.co.kr/news/articleView.html?idxno=2130901
5186,2020.07.29.,"천태만상 카카오톡 주식 리딩방, 잘해도 쪽박 잘못하면 형사처벌",http://news.mk.co.kr/newsRead.php?no=776956&year=2020
5187,2020.07.07.,"""2016년도 이전 네이버 블로그 빌립니다""",http://www.the-pr.co.kr/news/articleView.html?idxno=45210
5188,2020.07.21.,서울시의사회 회원 개인정보 '해킹',http://www.bosa.co.kr/news/articleView.html?idxno=2130901
5189,2020.07.30.,긴장감 없던 美 IT 공룡 청문회… 독점·경쟁 무력화 등 추궁,http://www.newscj.com/news/articleView.html?idxno=763775
5190,2020.07.29.,"천태만상 카카오톡 주식 리딩방, 잘해도 쪽박 잘못하면 형사처벌",http://news.mk.co.kr/newsRead.php?no=776956&year=2020
5191,2020.07.07.,"""2016년도 이전 네이버 블로그 빌립니다""",http://www.the-pr.co.kr/news/articleView.html?idxno=45210
5192,2020.07.06.,[오늘의 퀴즈] 6일 '홈플러스 모바일 창고형마트' 홈플퀴즈와 리브메이트 퀴즈 정답 '한번에~',http://www.ajunews.com/view/20200706091402819
5193,2020.07.19.,#인도를_먹여라…2000만명 밥 준 ‘미슐랭 스타’ [정환보의 '디스커버리'],http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202007191654001&code=970207
5194,2020.07.15.,[카드뉴스] 나도 모르게 환경오염을 악화 시킨 행동 뭐가 있을까?,http://www.g-enews.com/ko-kr/news/article/news_all/20200715114104551604639b1a6d_1/article.html
5195,2020.07.09.,[신간 도서] 오늘도 아무 생각 없이 페달을 밟습니다 外,http://www.womennews.co.kr/news/articleView.html?idxno=200370
5196,2020.07.03.,"LCK판 시민구단 노리던 게이머 리퍼블릭, 펀딩 중단됐다",https://www.thisisgame.com/webzine/news/nboard/4/?n=105713
5197,2020.07.02.,여성의 시선으로 포착한 여성 예술가의 삶,https://www.jnilbo.com/view/media/view?code=2020070216532354429
5198,2020.07.15.,[카드뉴스] 나도 모르게 환경오염을 악화 시킨 행동 뭐가 있을까?,http://www.g-enews.com/ko-kr/news/article/news_all/20200715114104551604639b1a6d_1/article.html
5199,2020.07.09.,[신간 도서] 오늘도 아무 생각 없이 페달을 밟습니다 外,http://www.womennews.co.kr/news/articleView.html?idxno=200370
5200,2020.07.03.,"LCK판 시민구단 노리던 게이머 리퍼블릭, 펀딩 중단됐다",https://www.thisisgame.com/webzine/news/nboard/4/?n=105713
5201,2020.07.02.,여성의 시선으로 포착한 여성 예술가의 삶,https://www.jnilbo.com/view/media/view?code=2020070216532354429
5202,2020.07.01.,"[SEN LAW] 온라인도박, 조금만에서 상습도박 혐의까지 간다",http://www.sentv.co.kr/news/view/575562
5203,2020.08.24.,"유앤피플, 해수부와 통합보안지수관리시스템 '유-씨스' 공급계약",http://www.metroseoul.co.kr/article/20200824500064
5204,2020.12.06.,"울산상의, 중소기업 대상 메일시스템 운영 지원",http://www.iusm.co.kr/news/articleView.html?idxno=894609
5205,2020.12.26.,대구시 재난 문자-늑대 소년의 외침,http://www.nbnnews.co.kr/news/articleView.html?idxno=453383
5206,2020.12.16.,[시사일본어학원]스팸문자(메일)입니다.,https://www.donga.com/news/article/all/20201215/104463185/1
5207,2020.12.28.,'코로나 명부' 판매자 잡혔지만…개인정보 불법거래는 여전,https://view.asiae.co.kr/article/2020122813310574339
5208,2020.12.30.,"시민기자 17년째, 내년엔 책 한권 내겠습니다",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002704751&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
5209,2020.10.20.,"KISA, 국제발신 스팸문자 中 '도박스팸 93.6%' 차지",http://www.cstimes.com/news/articleView.html?idxno=434940
5210,2020.10.19.,"'국제발신' 스팸문자 기승…""차단문구 설정으로 간편히 차단하세요""",https://www.news1.kr/articles/?4090899
5211,2020.10.08.,스팸으로 전락한 재난문자…“필요 이상으로 많이 온다”,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000222698
5212,2020.09.27.,"추석 스팸문자 전년比 24% 증가할 듯...""문자 내 URL 클릭 금지""",http://www.ajunews.com/view/20200927084710805
5213,2020.10.01.,상반기 스팸문자·메일 발송 22%↓…'국제공조 효과',http://www.shinailbo.co.kr/news/articleView.html?idxno=1326899
5214,2020.11.30.,"스팸신고정보+통신사 가입정보로 스팸 막는다...개인정보위, 가명정보 활용례 발굴",http://www.newspim.com/news/view/20201130000509
5215,2020.09.17.,"사랑제일교회, 3년 넘게 '스팸문자'…'주의 번호' 분류돼",http://news.jtbc.joins.com/article/article.aspx?news_id=NB11970026
5216,2020.09.15.,"식약처-방통위, 코로나19 이용 스팸문자 전송 6개 업체 및 판매자 21명 적발",http://medicalworldnews.co.kr/news/view.php?idx=1510937621
5217,2020.09.29.,"한국은 스팸문자 천국... ""하루 10만개... 2만건은 불법도박""",http://www.womennews.co.kr/news/articleView.html?idxno=202767
5218,2020.09.14.,"코로나 방어 유산균?…방통위, 허위스팸 문자 날린 업체 적발",http://www.newsis.com/view/?id=NISX20200914_0001165295&cID=13001&pID=13000
5219,2020.11.05.,[굿모닝 베트남] 전화판매-스팸문자 발송에 벌금폭탄,http://www.g-enews.com/ko-kr/news/article/news_all/202011030751153365428b74b45e_1/article.html
5220,2020.11.05.,[결정적 한끗]①스팸은 '전쟁 영웅'이었다-2,http://news.bizwatch.co.kr/article/consumer/2020/10/30/0016/naver
5221,2020.10.30.,[리얼 중국어 회화] 스팸 문자가 갈수록 많아진다.,http://www.segye.com/content/html/2020/10/30/20201030518084.html?OutUrl=naver
5222,2020.07.26.,"""상한가 예약"" 주린이 울리는 '스팸문자' 주의보",https://news.imaeil.com/Economy/2020072216555503623
5223,2020.11.19.,<시평>코로나 통계·문자 개선 시급하다,http://www.munhwa.com/news/view.html?no=2020111901033811000002
5224,2020.09.25.,“수기명부 작성 후 스팸전화 늘은 것 같아요”,https://www.kgnews.co.kr/news/article.html?no=604464
5225,2020.10.04.,최근 5년간 불법스팸 과태료 징수율 2.9%!!,http://www.gukjenews.com/news/articleView.html?idxno=2083680
5226,2020.10.03.,불법스팸 과태료 징수율 2.9%…장기체납 80%↑,http://www.inews24.com/view/1304036
5227,2020.11.13.,엄마한테 실수로 '섹스파티' 문자 보낸 여대생은 이렇게 문제를 수습했다,https://www.insight.co.kr/news/311953
5228,2020.10.02.,"""또 카지노, 도박..."", 휴대전화 불법스팸 급증",http://www.fnnews.com/news/202009291715274903
5229,2020.07.18.,"안영미, SNS 해킹시도 DM에 당황→불쾌 “스팸문자 아오”",https://www.newsen.com/news_view.php?uid=202007181729588010
5230,2020.12.26.,"'코로나 명부' DB는 누가, 왜 샀을까",https://view.asiae.co.kr/article/2020122617293271174
5231,2020.10.22.,"[단독] 질병관리청, '엉터리' 문자로 국민 우롱했다",http://www.pharmnews.com/news/articleView.html?idxno=101518
5232,2020.10.21.,"대전 중구 문화1동, 복지사각지대 발굴을 위한 복지 안전문자 발송",http://www.joongdo.co.kr/web/view.php?key=20201021010005509
5233,2020.10.11.,[화나요 뉴스]‘재난문자 남발’하는 지자체들…시민 ‘무감각’ 초래,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000222988
5234,2020.09.30.,"재난문자 '윙윙~' 열어보니 영상통화 사용법…허은아 ""2만7천건 과잉발송""",https://www.news1.kr/articles/?4074547
5235,2020.07.13.,`코로나 스팸` 주의보…의심 키워드 보니,http://www.dt.co.kr/contents.html?article_no=2020071302109919711007&ref=naver
5236,2020.10.01.,"""재난문자 2만 7,174건 발송, 과잉 문자는 국민 안전 불감증만 야기!""",http://www.gukjenews.com/news/articleView.html?idxno=2083257
5237,2020.07.12.,"""코로나 악용 해킹시도 폭증""...KT 후후, 2분기 스팸통계 발표",https://www.sedaily.com/NewsView/1Z59WJ20TO
5238,2020.12.23.,'코로나 명부' 판매자 결국 잡혔다…개인정보 700만건 유통(종합),https://view.asiae.co.kr/article/2020122312133469968
5239,2020.12.25.,[이주의 미오픽] 전 재산 330원 '코로나 장발장' 수면 위로 끌어올린 JTBC,http://www.mediatoday.co.kr/news/articleView.html?idxno=211082
5240,2020.10.20.,[오늘의 산업 프레스TEN] 독감백신 접종 고등학생 사망 외,http://www.pressm.kr/news/articleView.html?idxno=33803
5241,2020.10.19.,"[금일 산업계 주요기사] 이재용 부회장 베트남 출국… 대한항공, 추가 자금 확보에 총력 外",http://www.youthdaily.co.kr/news/article.html?no=50506
5242,2020.08.13.,"이천시, '이천알리미' 서비스 14일 개시…휴대폰 문자로 주요 소식 전달",http://www.newsworks.co.kr/news/articleView.html?idxno=480232
5243,2020.07.17.,정대협 활동가에 ‘체포’ 운운하며 전화·문자 폭탄…검찰의 채권추심식 강압수사,https://www.vop.co.kr/A00001501450.html
5244,2020.09.09.,"""재택알바 구해요"" 광고회사 스마트마케팅 사칭사기 주의보",http://www.nbntv.co.kr/news/articleView.html?idxno=903360
5245,2020.09.02.,금융기관 사칭 보이스피승 기승인데...SBI저축은행 SMS 대출광고 '눈총',http://www.consumernews.co.kr/news/articleView.html?idxno=611139
5246,2020.12.20.,[오늘의 운세] 2020년 12월 20일 별자리 운세,https://www.ytn.co.kr/_ln/0121_202012200000000002
5247,2020.12.02.,"카카오 블록체인 자회사 개인정보 유출... ""이용자 정보는 아냐""",http://www.fnnews.com/news/202012021415480322
5248,2020.12.02.,카카오 블록체인 자회사 '그라운드원' 해킹당해… 2000명 개인정보 유출,http://moneys.mt.co.kr/news/mwView.php?no=2020120211148075247
5249,2020.12.19.,[오늘의 운세] 일간스포츠x점신과 함께하는 2020년 12월 19일 별자리운세,http://isplus.live.joins.com/news/article/article.asp?total_id=23949714
5250,2020.12.02.,감스트 생방중 의문의 남성 들이닥쳐 욕설하며 행패,http://sports.khan.co.kr/news/sk_index.html?art_id=202012020958003&sec_id=540201&pt=nv
5251,2020.12.01.,“문 열어 XXXX” 생방송 중 스토커 들이닥친 오늘(1일) 감스트 상황 (+영상),https://www.wikitree.co.kr/articles/596943
5252,2020.12.02.,카카오 블록체인 개발사 그라운드원 관리계정 해킹당했다,http://news.mt.co.kr/mtview.php?no=2020120211365163167
5253,2020.12.03.,"카카오 그라운드원, 개인정보 유출.. ‘디지털 지갑과 무관’",http://www.edaily.co.kr/news/newspath.asp?newsid=01354646625994912
5254,2020.09.24.,제2금융권 무직자대출 한도 얼마나 이용할 수 있나,http://www.dailymedi.com/news.php?number=9000492
5255,2020.09.20.,"[지난주 산업계 주요이슈] LG전자 ""윙 다음은 롤러블폰""…PS5 글로벌 출시일 공개 外",http://www.youthdaily.co.kr/news/article.html?no=48042
5256,2020.09.14.,[금일 산업계 주요이슈] 삼성 '갤럭시 S20 FE' 23일 공개… 韓 빅데이터 플랫폼 활용도 저하 外,http://www.youthdaily.co.kr/news/article.html?no=47527
5257,2020.09.13.,"'부재중' 찍힌 모르는 전화번호, 누구인지 알려주는 사이트 4곳",https://www.insight.co.kr/news/298794
5258,2020.09.09.,"8월까지 2만7000번 경고 보냈다…""김재난""이라 불리는 남자",https://news.joins.com/article/olink/23462200
5259,2020.12.03.,"연말연시, 모두의 인내가 필요한 시간",http://www.jeollailbo.com/news/articleView.html?idxno=614333
5260,2020.07.15.,“코로나로 어려우시죠”...은행 사칭 ‘코로나 불법 대출’ 기승,http://inthenews.co.kr/article-58877/
5261,2020.07.02.,"반도체→엔터株 변신 시도 마이크로텍, 오버행·재무부실이 걸림돌",http://inthenews.co.kr/article-56609/
5262,2020.12.10.,[기자수첩] 개인정보 유출,http://www.metroseoul.co.kr/article/20201210500510
5263,2020.11.19.,(오늘의 재테크)돈받고 파는 주식정보는 가짜다,http://www.newstomato.com/ReadNews.aspx?no=1007901
5264,2020.11.25.,"청도경찰서, 전화금융사기 피해 예방 은행원에 감사장 전달",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2060239
5265,2020.11.24.,"정진테크, 신개념 스마트 모바일 주차 전자번호판 개발",http://www.socialvalue.kr/news/articleView.html?idxno=601821
5266,2020.11.20.,"[단독]""코로나 명부 팝니다""…개인정보 200만건 유통",https://view.asiae.co.kr/article/2020112011413399869
5267,2020.11.04.,"기자가 직접 리딩방 들어가보니… ""난 투자가 아닌 도박을 했다""",http://www.thescoop.co.kr/news/articleView.html?idxno=41395
5268,2020.11.04.,조정장 속 인맥주·우선주 활개…반짝주 묻지마 투자주의보,http://www.newstomato.com/ReadNews.aspx?no=1004722
5269,2020.10.28.,[전라남도교육청·본보 공동 신문제작1일 기자체험 토론캠프] 편리하고 안전한 4차 산업혁명 시대 견인,http://www.honam.co.kr/detail/G3XMjU/616906
5270,2020.10.12.,한 번 걸리면 1억 빼내…'보이스피싱 앱' 공포,https://www.hankyung.com/it/article/2020101200371
5271,2020.10.27.,"'원했던 상상이 현실이되다' 비밀리, 사생활 보호 메신저 '승부'",http://news.mt.co.kr/mtview.php?no=2020102707425524917
5272,2020.10.21.,[오늘의 운세] 10월 21일(수) ★별자리 운세★,http://www.srtimes.kr/news/articleView.html?idxno=76117
5273,2020.10.20.,[오늘의 운세] 일간스포츠x점신과 함께하는 2020년 10월 20일 별자리운세,http://isplus.live.joins.com/news/article/article.asp?total_id=23898323
5274,2020.10.05.,[소년중앙] 매일 똑같은 하루가 지나가는 가운데 축축하게 스며드는 공포,https://news.joins.com/article/olink/23480478
5275,2020.10.13.,"김석환 KISA 원장 ""스미싱 피해현황 기관 간 공유되도록 개선하겠다""",http://news.mt.co.kr/mtview.php?no=2020101311245457539
5276,2020.10.19.,85. 바른 종교인으로의 길,http://www.beopbo.com/news/articleView.html?idxno=212651
5277,2020.10.19.,개인정보 보호막 ‘동의 절차’…업계 입김에 ‘흔들’,http://www.hani.co.kr/arti/science/technology/966260.html
5278,2020.10.18.,도난·분실폰 IMEI 자동 공유 시스템 연내 가동… “해외 무단반출 차단”,http://www.etnews.com/20201016000090
5279,2020.09.27.,83. 언택트 시대의 바른,http://www.beopbo.com/news/articleView.html?idxno=212396
5280,2020.10.03.,"뮤지컬 '사랑을 이루어 드립니다', 대학로 인기 뮤지컬의 귀환",http://www.stardailynews.co.kr/news/articleView.html?idxno=282279
5281,2020.10.07.,【박성태 칼럼】 역시 그들은 ‘여측이심(如厠二心)’의 대가들이었다,https://www.sisa-news.com/news/article.html?no=136031
5282,2020.10.06.,[2020국감] 범람하는 건강기능식품...코로나19 예방 허위광고 주의보,http://www.straightnews.co.kr/news/articleView.html?idxno=84432
5283,2020.10.05.,코로나19 사태 타고 건기식 과장·허위 광고 1만건,http://www.yakup.com/news/index.html?mode=view&cat=11&nid=249762
5284,2020.09.27.,더 건강한 물 환경 조성을 위한 바람,http://www.jndn.com/article.php?aid=1601198231306221130
5285,2020.10.01.,"르하임 스터디카페 '1억 장학금 이벤트 시즌5' 1등 당첨자 공개, 구리수택점 황동하 고객",http://www.cctvnews.co.kr/news/articleView.html?idxno=210611
5286,2020.09.24.,"보이스피싱 사례 와 대부중개업체 및 대출중개 등록업체 조회 통해 대출사기, 사칭 유형 알아보기.",http://www.dailymedi.com/news.php?number=9000497
5287,2020.10.05.,"'요트원정대' 진구X장기하X최시원X송호준, 브로맨스→가족愛…제주도 입항 ""항해는 계속된다"" [종합]",https://www.tvreport.co.kr/2049923
5288,2020.09.16.,[서민수 경찰관의 요즘 자녀學]아이를 노리는 ‘사기(詐欺) 범죄’,http://edu.chosun.com/site/data/html_dir/2020/09/16/2020091601021.html
5289,2020.10.03.,"[기고] 언택트 시대에 물류업 호황, 정보보안이 더욱 절실하다",https://it.donga.com/31080/
5290,2020.09.15.,"[뉴스 열어보기] 유산균으로 코로나19 방어?…국민 '농락'한 허위광고업체, 검찰 송치 外",https://imnews.imbc.com/replay/2020/nwtoday/article/5910335_32531.html
5291,2020.09.09.,디어 위너,http://www.kbmaeil.com/news/articleView.html?idxno=855865
5292,2020.09.21.,"통신업계 1위 SK텔레콤, ‘고객정보 도용’ 사건 또 터졌다…‘동반성장지수 평가’ 최우수 명예기업 무색",http://www.thepublic.kr/news/newsview.php?ncode=1065573203263074
5293,2020.09.15.,"이통 3사, 채팅플러스 기업메시징 출사표…'카카오톡채널'과 승부",https://www.etoday.co.kr/news/view/1940832
5294,2020.09.18.,"서울시, 사랑제일교회·전광훈 상대 46억 손해배상 소송",http://news.jtbc.joins.com/article/article.aspx?news_id=NB11970148
5295,2020.09.10.,"[유수경의 무비시크릿] '기기괴괴 성형수', 기괴한 결말이 품은 깊은 뜻",https://hankookilbo.com/News/Read/A2020091008550004404?did=NA
5296,2020.09.15.,"대전경찰, '휴대폰 유심카드(USIM) 악용 소액결제 사기' 주의보 발령",http://www.kukinews.com/newsView/kuk202009150443
5297,2020.09.14.,[이번주 기획재정부 및 경제부처 일정],http://news.einfomax.co.kr/news/articleView.html?idxno=4107279
5298,2020.09.12.,[다음주 기획재정부 및 경제부처 일정],http://news.einfomax.co.kr/news/articleView.html?idxno=4107266
5299,2020.09.04.,"내 가까이 자연방역~, 계양산",http://www.incheonin.com/news/articleView.html?idxno=75336
5300,2020.08.29.,"이윤진 ""이범수에 메신저 깔라니 '서울촌놈' 청주인 약속 같은 답변""",http://biz.heraldcorp.com/view.php?ud=202008290942303627067_1
5301,2020.08.28.,"이윤진, '카톡 안 쓴다'는 이효리에 ""♥이범수만 없는 줄, 불편해"" [★해시태그]",http://www.xportsnews.com/?ac=article_view&entry_id=1318263
5302,2020.08.23.,코로나블루에 확진자 정보 혼선까지···시민 불안 가중,http://www.honam.co.kr/detail/c3QycN/611574
5303,2020.08.30.,[카드뉴스] 고수익인데 리스크 없다고? 유사수신업체 주의,http://www.sisunnews.co.kr/news/articleView.html?idxno=129841
5304,2020.08.22.,[오늘의 운세] 8월 22일(토) ★별자리 운세★,http://www.srtimes.kr/news/articleView.html?idxno=70970
5305,2020.07.13.,"코로나 스팸 주의보, 가장 많이 신고한 스팸 유형은?",http://daily.hankooki.com/lpage/society/202007/dh20200713082752137780.htm?s_ref=nv
5306,2020.09.15.,"""코로나엔 이거 드세요"" 식약처, 허위·과장광고 문자 전송 업체 적발",https://kizmom.hankyung.com/news/view.html?aid=202009151350o
5307,2020.07.12.,"""코로나 악용 해킹시도 폭증""...KT 후후, 2분기 스팸통계 발표",https://www.sedaily.com/NewsView/1Z59WJ20TO
5308,2020.12.23.,'코로나 명부' 판매자 결국 잡혔다…개인정보 700만건 유통(종합),https://view.asiae.co.kr/article/2020122312133469968
5309,2020.12.25.,[이주의 미오픽] 전 재산 330원 '코로나 장발장' 수면 위로 끌어올린 JTBC,http://www.mediatoday.co.kr/news/articleView.html?idxno=211082
5310,2020.10.20.,[오늘의 산업 프레스TEN] 독감백신 접종 고등학생 사망 외,http://www.pressm.kr/news/articleView.html?idxno=33803
5311,2020.10.19.,"[금일 산업계 주요기사] 이재용 부회장 베트남 출국… 대한항공, 추가 자금 확보에 총력 外",http://www.youthdaily.co.kr/news/article.html?no=50506
5312,2020.10.19.,"KISA, 증가하는 국제발신 스팸문자…차단 방법은?",http://www.metroseoul.co.kr/article/20201019500078
5313,2020.08.13.,"이천시, '이천알리미' 서비스 14일 개시…휴대폰 문자로 주요 소식 전달",http://www.newsworks.co.kr/news/articleView.html?idxno=480232
5314,2020.07.17.,정대협 활동가에 ‘체포’ 운운하며 전화·문자 폭탄…검찰의 채권추심식 강압수사,https://www.vop.co.kr/A00001501450.html
5315,2020.07.17.,정대협 활동가에 ‘체포’ 운운하며 전화·문자 폭탄…검찰의 채권추심식 강압수사,https://www.vop.co.kr/A00001501450.html
5316,2020.09.15.,코로나19 공포 이용해 돈벌이 급급..얌체 업체 대체 어디?,http://www.00news.co.kr/news/articleView.html?idxno=63204
5317,2020.09.14.,"유산균 먹으면 코로나 방어?....방통위, 코로나 허위·과장광고 업체 적발",http://www.newspim.com/news/view/20200914000902
5318,2020.09.09.,"""재택알바 구해요"" 광고회사 스마트마케팅 사칭사기 주의보",http://www.nbntv.co.kr/news/articleView.html?idxno=903360
5319,2020.09.02.,금융기관 사칭 보이스피승 기승인데...SBI저축은행 SMS 대출광고 '눈총',http://www.consumernews.co.kr/news/articleView.html?idxno=611139
5320,2020.12.20.,[오늘의 운세] 2020년 12월 20일 별자리 운세,https://www.ytn.co.kr/_ln/0121_202012200000000002
5321,2020.12.02.,"카카오 블록체인 자회사 개인정보 유출... ""이용자 정보는 아냐""",http://www.fnnews.com/news/202012021415480322
5322,2020.12.02.,카카오 블록체인 자회사 '그라운드원' 해킹당해… 2000명 개인정보 유출,http://moneys.mt.co.kr/news/mwView.php?no=2020120211148075247
5323,2020.12.19.,[오늘의 운세] 일간스포츠x점신과 함께하는 2020년 12월 19일 별자리운세,http://isplus.live.joins.com/news/article/article.asp?total_id=23949714
